ID,PW,PH(V),PH(V)/PW,PH,PH/PW,SA,SA/PH(V)*PW,IFD,SFD,G_g,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,LD1,LD2,LD3,LD4,LD5,LD6,鲜重(g),干重(g),株高(cm),分蘖数,绿叶面积(mm2),叶片数,SandBox,D1,D2,RFD,stage,frac,frac_stage,frac_SFD,frac_SandBox,frac_D1,frac_D2,frac_RFD
87,774,845,1.091731266,874.948,1.130423773,89731.667,13.72%,1.725,1.378,14.13554213,0.348,0.155,0.099,0.08,0.072,0.064,0.054,0.045,0.03,0.021,0.014,0.018,0.077,0.352,0.238,0.177,0.099,0.057,31.52,5.469999998,61.4,16,78392.9,43,1.533124982,2.084490872,1.462410868,2.303544883,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
88,838,689,0.822195704,857.931,1.02378401,128495.083,22.25%,1.785,1.43,14.50034318,0.313,0.166,0.1,0.063,0.045,0.039,0.042,0.05,0.052,0.048,0.043,0.039,0.076,0.32,0.193,0.143,0.124,0.144,71.56000003,13.39,80,21,199398,124,1.625598777,2.13471933,1.521991204,2.310720751,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
89,848,754,0.889150943,844.492,0.995863208,131724,20.60%,1.803,1.435,14.42104973,0.321,0.15,0.101,0.073,0.057,0.047,0.04,0.038,0.041,0.047,0.046,0.039,0.085,0.33,0.203,0.127,0.101,0.154,58.60999997,11.23999999,61,35,129554,95,1.631405821,2.129491386,1.529678409,2.329952341,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_1
90,1072,995,0.928171642,1025.922,0.957016791,196218.75,18.40%,1.781,1.484,14.80401968,0.331,0.165,0.101,0.069,0.057,0.049,0.046,0.043,0.042,0.039,0.033,0.026,0.073,0.35,0.206,0.143,0.112,0.116,84.04,15.2,76.9,30,219386,100,1.616556855,2.171253449,1.577036903,2.285020542,stage 1,f0,10,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
91,995,1031,1.036180905,1161.537,1.167373869,153767.583,14.99%,1.715,1.453,14.84660728,0.394,0.179,0.105,0.078,0.064,0.056,0.046,0.031,0.02,0.014,0.007,0.005,0.08,0.4,0.234,0.141,0.088,0.058,53.36999998,10.9,85.5,23,119966.5113,50,1.555626089,2.144619228,1.537986274,2.285936473,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
92,1085,874,0.805529954,1184.847,1.092024885,170979,18.03%,1.744,1.468,14.86172321,0.37,0.176,0.105,0.07,0.052,0.044,0.04,0.039,0.035,0.031,0.023,0.015,0.086,0.391,0.203,0.136,0.093,0.091,60.16999999,11.79000001,86,22,144291.4905,58,1.590072592,2.163663131,1.556287456,2.288971944,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
93,861,846,0.982578397,928.1,1.077932636,115088.75,15.80%,1.728,1.412,14.41671148,0.38,0.179,0.103,0.066,0.048,0.04,0.032,0.033,0.034,0.033,0.026,0.025,0.088,0.385,0.218,0.135,0.078,0.097,53.02000001,8.840000003,69,21,93397.7,62,1.558411488,2.104872008,1.496807125,2.294374971,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_0
94,874,647,0.7402746,797.731,0.912735698,148857.333,26.32%,1.817,1.453,14.46941319,0.276,0.151,0.102,0.08,0.068,0.056,0.043,0.035,0.032,0.033,0.044,0.08,0.076,0.292,0.2,0.128,0.096,0.208,62.33999998,10.44,58.8,51,155187,109,1.650857625,2.131386069,1.54276561,2.326752633,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
95,868,799,0.920506912,906.152,1.043953917,126286.333,18.21%,1.79,1.428,14.39448854,0.31,0.172,0.104,0.073,0.052,0.04,0.033,0.034,0.036,0.044,0.051,0.053,0.086,0.335,0.18,0.117,0.104,0.177,57.02999999,9.790000004,68.1,27,144278,84,1.635588899,2.124417434,1.52530765,2.307072458,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
96,966,730,0.755693582,970.14,1.004285714,138894.417,19.70%,1.788,1.437,14.50489015,0.365,0.152,0.094,0.062,0.045,0.036,0.029,0.028,0.03,0.035,0.048,0.076,0.1,0.356,0.177,0.106,0.078,0.184,68.40000003,10.95,70.1,41,142238,105,1.622062734,2.137000073,1.528543488,2.323670466,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
97,576,594,1.03125,651.505,1.131085069,78742.417,23.01%,1.728,1.376,14.08195584,0.37,0.182,0.111,0.078,0.058,0.047,0.043,0.037,0.03,0.021,0.015,0.011,0.1,0.395,0.224,0.136,0.088,0.058,27.30999999,5.329999999,68,18,62779.8,48,1.568709852,2.086636137,1.47092365,2.346955343,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_1
98,970,660,0.680412371,790.258,0.814698969,137053.417,21.41%,1.785,1.445,14.49081865,0.299,0.162,0.105,0.079,0.062,0.051,0.046,0.04,0.037,0.034,0.039,0.046,0.08,0.334,0.212,0.147,0.097,0.13,51.2,9.280000002,63,35,128442,102,1.624017596,2.143348146,1.5344681,2.334435036,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_1
99,988,550,0.556680162,847.677,0.857972672,121188.333,22.30%,1.782,1.433,14.39714873,0.302,0.153,0.103,0.073,0.065,0.064,0.062,0.052,0.042,0.035,0.029,0.02,0.083,0.315,0.219,0.159,0.123,0.102,45.01999998,8.389999996,68,30,105753,86,1.613489702,2.130230154,1.536509167,2.347859951,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_1
100,1121,1071,0.955396967,1156.475,1.031645852,155219.667,12.93%,1.742,1.455,14.71307124,0.345,0.183,0.107,0.068,0.059,0.053,0.049,0.039,0.031,0.024,0.019,0.023,0.09,0.385,0.219,0.138,0.087,0.08,63.48000002,11.1,77.9,28,136692,81,1.576824153,2.161193052,1.549977148,2.315775749,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
101,762,929,1.219160105,1019.438,1.337845144,76008.167,10.74%,1.674,1.355,14.00491813,0.407,0.183,0.113,0.08,0.068,0.049,0.031,0.02,0.014,0.012,0.009,0.014,0.082,0.38,0.268,0.162,0.065,0.043,32.22000001,5.440000001,77.9,9,57754.7,24,1.498834783,2.068350037,1.430580405,2.291559308,stage 1,f1,11,stage_1_frac_2,stage_1_frac_2,stage_1_frac_0,stage_1_frac_1,stage_1_frac_0
102,945,862,0.912169312,981.297,1.038409524,159443.667,19.57%,1.785,1.46,14.56956965,0.303,0.16,0.097,0.073,0.061,0.05,0.046,0.043,0.049,0.048,0.039,0.031,0.079,0.315,0.201,0.155,0.112,0.139,76.74000001,13.41,68,41,165431,107,1.599664824,2.154383148,1.558954949,2.310327987,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
103,711,861,1.210970464,926.243,1.302732771,70449.25,11.51%,1.678,1.345,14.0913105,0.447,0.185,0.101,0.067,0.047,0.038,0.03,0.021,0.021,0.017,0.012,0.014,0.097,0.458,0.216,0.11,0.064,0.055,26.82,4.700000001,71,12,49592.8,31,1.500838338,2.074932487,1.424620109,2.316391223,stage 1,f1,11,stage_1_frac_2,stage_1_frac_2,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
105,874,996,1.139588101,1020.833,1.168001144,133880.417,15.38%,1.759,1.434,14.55847987,0.338,0.166,0.102,0.067,0.054,0.048,0.043,0.041,0.039,0.036,0.032,0.033,0.084,0.341,0.212,0.138,0.102,0.124,57.12,9.160000003,73,23,112470.0792,65,1.593363614,2.128347573,1.522226135,2.307195479,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
106,1109,813,0.733092876,962.106,0.867543733,136664.667,15.16%,1.762,1.433,14.46039358,0.37,0.168,0.092,0.068,0.061,0.046,0.035,0.033,0.035,0.032,0.028,0.032,0.082,0.358,0.192,0.124,0.11,0.134,58.46000002,10.48,70.1,28,138870,77,1.601259161,2.12252877,1.521610773,2.296532371,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
108,1066,989,0.927767355,1069.666,1.003439024,164602.167,15.61%,1.758,1.462,14.87706531,0.354,0.16,0.093,0.066,0.053,0.043,0.039,0.042,0.051,0.048,0.035,0.016,0.085,0.331,0.194,0.14,0.123,0.126,68.40000003,14.25,80.9,23,148529.2996,67,1.610561582,2.151513768,1.546898887,2.295957422,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
109,891,828,0.929292929,1094.125,1.227974186,153192.5,20.76%,1.761,1.448,14.61359799,0.368,0.177,0.112,0.083,0.06,0.044,0.034,0.028,0.023,0.023,0.02,0.028,0.069,0.401,0.23,0.138,0.073,0.09,73.04999999,13.36,93.5,20,155753.0249,60,1.629114485,2.129030236,1.538931048,2.28767392,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
110,809,704,0.870210136,939.253,1.161004944,120624.583,21.18%,1.808,1.423,14.48600765,0.286,0.147,0.096,0.073,0.061,0.051,0.039,0.032,0.03,0.04,0.069,0.077,0.082,0.315,0.183,0.121,0.093,0.206,60.07000001,9.880000002,75.1,28,124391,91,1.642475635,2.128378375,1.518535825,2.340647291,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_1
112,668,857,1.282934132,923.1555556,1.381969395,154751.75,27.03%,1.827,1.454,14.52879021,0.25,0.135,0.096,0.071,0.059,0.049,0.045,0.042,0.042,0.047,0.064,0.1,0.062,0.266,0.194,0.123,0.093,0.261,82.50999999,16.39,64,38,148842.127,125,1.636200792,2.133530121,1.54807027,2.282673139,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
115,796,963,1.209798995,997.2296296,1.252801042,151133.833,19.72%,1.809,1.453,14.54350834,0.299,0.147,0.091,0.062,0.052,0.042,0.033,0.033,0.035,0.039,0.049,0.119,0.079,0.301,0.185,0.114,0.081,0.241,87.07000001,14.81,71,34,208238.225,109,1.638803879,2.133440121,1.541355438,2.316398247,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
116,511,720,1.409001957,806.187,1.577665362,65681,17.85%,1.71,1.336,13.86120212,0.268,0.182,0.128,0.103,0.081,0.068,0.056,0.042,0.026,0.015,0.01,0.02,0.08,0.353,0.25,0.184,0.084,0.049,23.93,4.199999999,53.2,14,47548.4227,33,1.498001179,2.056488948,1.4089092,2.323570929,stage 1,f1,11,stage_1_frac_2,stage_1_frac_2,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
117,950,867,0.912631579,1054.563,1.110066316,111339.25,13.52%,1.721,1.409,14.36968217,0.387,0.163,0.096,0.068,0.052,0.049,0.048,0.045,0.039,0.026,0.017,0.011,0.08,0.39,0.208,0.149,0.107,0.066,52.71999999,11.83999999,78.1,17,110799.9198,52,1.53303174,2.107923563,1.490188666,2.278539911,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_0
118,650,703,1.081538462,766.609,1.179398462,92112.5,20.16%,1.785,1.38,14.12115361,0.3,0.167,0.095,0.07,0.057,0.043,0.042,0.038,0.037,0.041,0.052,0.057,0.072,0.334,0.193,0.118,0.083,0.2,41.57999998,8.629999999,57.5,24,112219.3712,59,1.606589002,2.076017228,1.454383602,2.309411428,stage 1,f2,12,stage_1_frac_2,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
119,599,870,1.452420701,917.049,1.530966611,85626.917,16.43%,1.737,1.371,13.92031229,0.286,0.15,0.114,0.096,0.078,0.062,0.059,0.059,0.044,0.025,0.013,0.015,0.081,0.312,0.258,0.168,0.107,0.075,38.57999998,4.98,64.7,15,83233.13154,41,1.531239428,2.070329381,1.454212665,2.308671934,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
120,592,849,1.434121622,914.2666667,1.544369369,75220.75,14.97%,1.715,1.356,13.95141318,0.338,0.164,0.107,0.085,0.067,0.053,0.043,0.038,0.032,0.024,0.02,0.029,0.095,0.352,0.222,0.149,0.094,0.088,28.63,5.090000002,64.2,13,59103.476,36,1.499030909,2.067718412,1.42572134,2.326155368,stage 1,f1,11,stage_1_frac_2,stage_1_frac_2,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
121,1185,1040,0.877637131,1122.235,0.947033755,195325.5,15.85%,1.744,1.482,14.85759688,0.38,0.187,0.104,0.066,0.048,0.04,0.037,0.034,0.028,0.025,0.025,0.028,0.078,0.403,0.217,0.118,0.086,0.098,66.63000003,13.03999999,78.5,30,156461.3938,79,1.57402307,2.169743477,1.564618716,2.277286441,stage 1,f0,10,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
122,762,858,1.125984252,931.116,1.221937008,107717.25,16.48%,1.755,1.399,14.26878344,0.365,0.184,0.102,0.07,0.056,0.043,0.033,0.028,0.024,0.03,0.029,0.037,0.067,0.378,0.202,0.115,0.093,0.144,38.32,8.339999997,67.9,17,109743.8837,42,1.607154672,2.081051315,1.475818441,2.273904195,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1,stage_1_frac_0
125,666,944,1.417417417,1058.833,1.589839339,103742.333,16.50%,1.728,1.399,14.54647157,0.378,0.202,0.116,0.082,0.057,0.043,0.037,0.029,0.02,0.014,0.012,0.01,0.077,0.389,0.228,0.157,0.084,0.065,33.01999998,7.090000003,81,16,76753.19602,37,1.581652096,2.096385117,1.47749655,2.314705281,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
127,1224,1120,0.91503268,1145.428,0.93580719,169038.5,12.33%,1.75,1.468,14.81889102,0.324,0.161,0.099,0.076,0.066,0.056,0.054,0.049,0.047,0.038,0.022,0.008,0.077,0.33,0.226,0.16,0.121,0.086,82.17,14.58000001,81.9,27,163615.6342,71,1.593905059,2.17104572,1.560355748,2.282814362,stage 1,f0,10,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
128,654,987,1.509174312,1025.842,1.568565749,93446.667,14.48%,1.718,1.384,14.61788136,0.373,0.182,0.108,0.075,0.055,0.038,0.033,0.035,0.033,0.027,0.018,0.023,0.097,0.382,0.208,0.144,0.093,0.076,33.58000001,6.970000002,78.8,14,70708.29274,#N/A,1.549076238,2.090309022,1.466359241,2.322222697,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
129,733,611,0.833560709,654.636,0.893091405,84255.333,18.81%,1.763,1.381,14.14263339,0.306,0.169,0.111,0.083,0.061,0.049,0.044,0.038,0.037,0.033,0.033,0.034,0.078,0.349,0.236,0.138,0.086,0.113,31.90999999,5.739999998,56,29,63576.8,58,1.571261249,2.092915769,1.476476646,2.34945095,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_1
130,808,899,1.112623762,956.09,1.183279703,116165.917,15.99%,1.739,1.415,14.47381113,0.352,0.172,0.106,0.072,0.056,0.051,0.041,0.031,0.029,0.032,0.027,0.033,0.088,0.359,0.212,0.139,0.095,0.107,48.74999998,9.06,71.5,23,98794.03794,59,1.550817431,2.108602717,1.497281017,2.304106058,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2
131,1045,1004,0.96076555,1105.837,1.058217225,147373,14.05%,1.755,1.449,14.72102079,0.373,0.167,0.089,0.065,0.051,0.041,0.041,0.046,0.046,0.042,0.024,0.013,0.073,0.388,0.203,0.142,0.108,0.086,59.96999999,11.92,82.1,23,134902.4405,62,1.592766711,2.149695955,1.541764075,2.297284128,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
132,1106,783,0.7079566,949.141,0.858174503,181650.583,20.98%,1.766,1.475,14.66559368,0.298,0.169,0.118,0.082,0.06,0.044,0.04,0.04,0.042,0.042,0.032,0.033,0.071,0.334,0.219,0.14,0.107,0.128,76.33000001,13.02,84.9,24,193753,77,1.612423252,2.167395427,1.571443017,2.281249389,stage 1,f0,10,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
134,774,673,0.869509044,917.292,1.185131783,88141.333,16.92%,1.717,1.382,14.3017129,0.411,0.186,0.1,0.059,0.044,0.037,0.033,0.034,0.031,0.027,0.018,0.021,0.111,0.399,0.195,0.117,0.08,0.098,30.83,5.379999999,69.2,21,72701.3,46,1.555983847,2.092889049,1.466092386,2.32326344,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
135,1081,920,0.85106383,1058.72,0.979389454,156312.25,15.72%,1.714,1.453,14.66899304,0.383,0.198,0.123,0.075,0.052,0.037,0.027,0.025,0.027,0.026,0.017,0.008,0.084,0.429,0.23,0.125,0.076,0.057,55.33999998,9.75,78.5,24,136924.0951,59,1.566244483,2.140954716,1.526332145,2.29731248,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
136,982,934,0.951120163,1003.901,1.022302444,122378.583,13.34%,1.71,1.423,14.70008765,0.398,0.171,0.11,0.08,0.059,0.049,0.037,0.027,0.023,0.017,0.014,0.016,0.088,0.431,0.218,0.133,0.074,0.055,41.37999999,8.989999996,76.8,14,92627.31788,42,1.539286001,2.118491762,1.498282148,2.292279874,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_0
137,919,1211,1.31773667,1274.525,1.386860718,119445.917,10.73%,1.676,1.412,14.54603625,0.4,0.188,0.114,0.073,0.059,0.052,0.042,0.025,0.018,0.013,0.007,0.009,0.087,0.418,0.24,0.143,0.068,0.044,45.69000002,7.960000001,89.2,12,96815.46016,40,1.502315365,2.114038506,1.478080012,2.283089589,stage 1,f2,12,stage_1_frac_1,stage_1_frac_2,stage_1_frac_1,stage_1_frac_1,stage_1_frac_0
138,1215,883,0.726748971,1060.162,0.872561317,137858.667,12.85%,1.69,1.437,14.70396805,0.434,0.211,0.107,0.062,0.04,0.032,0.025,0.023,0.019,0.015,0.014,0.019,0.109,0.458,0.214,0.099,0.06,0.06,57.57000002,9.75,89,22,102958.3402,64,1.478205866,2.136574673,1.515483747,2.306484608,stage 1,f2,12,stage_1_frac_1,stage_1_frac_2,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
139,1038,960,0.924855491,1018.888,0.981587669,141867.75,14.24%,1.751,1.442,14.50534551,0.333,0.173,0.108,0.073,0.058,0.047,0.041,0.043,0.038,0.033,0.029,0.023,0.093,0.349,0.217,0.143,0.099,0.098,55.75999997,10.75,73,23,138883.1938,80,1.569770881,2.135124389,1.531967183,2.29753424,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
140,905,730,0.806629834,860.058,0.950340331,131923.583,19.97%,1.78,1.436,14.41946521,0.341,0.164,0.101,0.067,0.054,0.045,0.036,0.034,0.035,0.041,0.046,0.038,0.087,0.362,0.194,0.123,0.099,0.135,60.48999999,11.16,64,31,153709,87,1.631412456,2.129016039,1.529191909,2.302334838,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
141,825,673,0.815757576,999.721,1.21178303,105789.417,19.05%,1.757,1.404,14.35239942,0.316,0.171,0.109,0.077,0.059,0.046,0.039,0.043,0.046,0.04,0.032,0.022,0.084,0.339,0.213,0.132,0.112,0.12,45.52000001,8.329999999,69,23,102248,70,1.584417013,2.115236696,1.498315244,2.318336307,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2
142,777,639,0.822393822,881.701,1.134750322,105258.667,21.20%,1.773,1.409,14.28227985,0.311,0.169,0.103,0.074,0.052,0.045,0.041,0.043,0.044,0.043,0.039,0.036,0.081,0.339,0.204,0.141,0.102,0.133,41.78999998,7.239999997,67,22,100679,55,1.606146371,2.111356073,1.508809784,2.316627678,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
143,1002,974,0.972055888,1004.115,1.002110778,129248.917,13.24%,1.776,1.426,14.41326153,0.372,0.16,0.088,0.052,0.043,0.042,0.04,0.036,0.037,0.043,0.045,0.043,0.082,0.341,0.17,0.119,0.113,0.176,60.80999999,10.99,71.1,25,151686,65,1.622461948,2.112910069,1.517842063,2.298804745,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
144,677,948,1.400295421,1039.942,1.536103397,80574.417,12.55%,1.664,1.363,14.06991638,0.41,0.173,0.105,0.087,0.068,0.053,0.041,0.024,0.017,0.009,0.005,0.008,0.09,0.408,0.245,0.159,0.063,0.035,35.31,5.550000001,72,12,61213.7,28,1.489297661,2.074893589,1.445394259,2.286367333,stage 1,f1,11,stage_1_frac_2,stage_1_frac_2,stage_1_frac_0,stage_1_frac_1,stage_1_frac_0
145,693,815,1.176046176,866.8592593,1.250879162,110399.167,19.55%,1.779,1.407,14.16652089,0.317,0.14,0.092,0.074,0.06,0.05,0.043,0.044,0.039,0.045,0.047,0.047,0.077,0.316,0.192,0.142,0.113,0.16,52.70000002,9.800000003,60,25,134507.142,75,1.61151632,2.094131506,1.493174909,2.30245085,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
146,801,783,0.97752809,843.069,1.052520599,99413.25,15.85%,1.765,1.393,14.1534406,0.312,0.166,0.104,0.08,0.06,0.05,0.046,0.043,0.043,0.043,0.03,0.023,0.077,0.352,0.228,0.141,0.093,0.109,40.80999998,8.730000001,48.3,25,85633.41634,54,1.545310862,2.091234214,1.478492272,2.312961784,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
147,822,726,0.883211679,839.341,1.021096107,151415.583,25.37%,1.817,1.45,14.44148495,0.26,0.158,0.108,0.081,0.058,0.043,0.034,0.031,0.029,0.036,0.05,0.111,0.063,0.285,0.207,0.121,0.086,0.239,84.58,16.58,56,40,215238,#N/A,1.650669642,2.131286163,1.540880095,2.281847007,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
148,663,689,1.039215686,813.106,1.226404223,100531.5,22.01%,1.796,1.391,14.03682197,0.312,0.155,0.09,0.063,0.052,0.045,0.036,0.033,0.039,0.041,0.061,0.073,0.068,0.33,0.179,0.117,0.11,0.196,47.81000002,8.559999999,54.2,23,137666.7219,68,1.631248481,2.081177741,1.477686247,2.296184036,stage 1,f2,12,stage_1_frac_2,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1,stage_1_frac_0
149,751,857,1.14114514,945.3777778,1.25882527,70263.75,10.92%,1.653,1.348,14.00016141,0.419,0.182,0.121,0.09,0.06,0.035,0.024,0.019,0.014,0.011,0.009,0.015,0.106,0.436,0.256,0.112,0.049,0.041,29.44,5.189999999,72,11,51014.241,29,1.423979516,2.06318548,1.415739295,2.315802461,stage 1,f1,11,stage_1_frac_2,stage_1_frac_2,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
150,757,841,1.110964333,888.571,1.173805812,129999.083,20.42%,1.798,1.429,14.28731382,0.271,0.133,0.092,0.074,0.06,0.054,0.051,0.051,0.05,0.049,0.055,0.061,0.069,0.291,0.196,0.147,0.116,0.18,73.07000001,13.86,63,29,143338.9066,142,1.604935095,2.10677903,1.518990671,2.307402442,stage 1,f2,12,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2,stage_1_frac_2
151,596,758,1.271812081,829.974,1.392573826,100992.417,22.35%,1.796,1.393,14.22351921,0.265,0.161,0.098,0.069,0.059,0.047,0.042,0.042,0.041,0.045,0.064,0.067,0.064,0.283,0.193,0.143,0.122,0.194,36.50000002,7.790000001,55,21,103974.2553,47,1.618856174,2.086264626,1.473475658,2.306810988,stage 1,f2,12,stage_1_frac_2,stage_1_frac_0,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
152,558,988,1.770609319,1028.155,1.842571685,100457.417,18.22%,1.731,1.394,14.13324852,0.28,0.16,0.116,0.09,0.08,0.064,0.059,0.05,0.04,0.03,0.013,0.017,0.069,0.304,0.252,0.195,0.112,0.068,40.35999998,8.219999999,74,13,76966.98108,38,1.550755675,2.081745127,1.479299398,2.301890959,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_2
153,763,887,1.162516383,969.051,1.270053735,72206.25,10.67%,1.674,1.346,13.88324156,0.359,0.204,0.109,0.081,0.068,0.051,0.039,0.032,0.024,0.012,0.008,0.013,0.084,0.389,0.225,0.167,0.093,0.043,32.96,6.120000003,74.1,12,70842.56255,29,1.484072267,2.06115988,1.4308375,2.279931336,stage 1,f1,11,stage_1_frac_2,stage_1_frac_2,stage_1_frac_0,stage_1_frac_1,stage_1_frac_0
156,823,815,0.990279465,874.2666667,1.062292426,122598.083,18.28%,1.783,1.419,14.16983762,0.297,0.157,0.093,0.08,0.062,0.049,0.039,0.033,0.038,0.044,0.052,0.055,0.061,0.314,0.192,0.143,0.112,0.178,56.84999999,10.88,61,28,144163.084,77,1.578560283,2.107333305,1.502489563,2.279157394,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
157,846,858,1.014184397,973.5259259,1.150739865,138764.417,19.12%,1.766,1.442,14.41334958,0.325,0.167,0.099,0.069,0.051,0.044,0.043,0.042,0.043,0.04,0.037,0.041,0.084,0.348,0.188,0.129,0.106,0.144,67.19,11.87,66,28,185722.521,90,1.578253549,2.130600728,1.533426388,2.293729031,stage 1,f2,12,stage_1_frac_1,stage_1_frac_1,stage_1_frac_1,stage_1_frac_2,stage_1_frac_0
159,745,781,1.048322148,859.199,1.153287248,102270.917,17.58%,1.773,1.398,14.16595655,0.319,0.167,0.093,0.063,0.054,0.047,0.046,0.039,0.036,0.043,0.048,0.045,0.067,0.328,0.208,0.135,0.096,0.167,38.56000001,7.869999997,58,22,110125.9542,59,1.577297992,2.095418291,1.482388894,2.280263709,stage 1,f2,12,stage_1_frac_2,stage_1_frac_1,stage_1_frac_0,stage_1_frac_1,stage_1_frac_0
